Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000]
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Haiti,HTI,-16.0183260014754,2.87440962006281,1.54364161360957,19.7875854535674,14.5043139953154,19.1783680523534,18.9602589781071,3.88389669512306,-3.14157908924248,3.12509055791705,19.2631974142908,10.0478587441753,3.33095824071361,9.14309279925085,11.5269242012741,9.97375895388627,15.9345984327886,-10.9759466585695,27.427621559444,7.82070964861587,11.9957500830468,14.6102588137357,20.9081659658449,18.3366424469186,56.7078918049329,15.963377388462,9.97659004101597,12.7269915008058,14.1574176285167,7.03140253670993,91.3806637936128
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Honduras,HND,4.44557528281055,-2.77754008864453,3.86452383578926,5.34580501259809,14.7789434340134,6.38480092295136,8.53218912666507,12.1994797188068,75.0738706621948,8.35485421069781,11.2924547596186,3.16932827977297,7.74004861274638,3.98481812522131,3.2639157129307,1.66148350126687,2.12867790570674,2.24250267912511,9.17751045764341,11.5036925338541,25.0086874853778,26.2836710300963,3.67417388031402,10.9086143487444,21.3388006751817,23.7139686839353,18.1935778444514,16.8116051387563,10.2989949131436,7.57572728281066,7.99344674107078
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,"Hong Kong SAR, China",HKG,8.85429248430043,7.62317338898653,9.1509198066352,14.2620665752797,11.612184141591,4.4586739252441,9.63682967311721,3.8583988333119,8.12233886406399,17.7600178310989,15.7452682138176,10.6161344353416,9.68485177092487,4.60268945371951,9.6420311852219,5.36121014313223,3.77064924027376,8.611252656998,8.80189993783272,12.5594774463339,7.56490876145205,9.14041616356633,9.89938678354918,8.61288208332792,6.32114892462594,4.13958179782206,5.88363545595311,5.76019642592509,1.21980830852564,-4.09562606429476,-3.39423988048908
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.5091796494696,21.2784550856639,19.4910605451918,26.7327889444513,21.930280736456,20.2607985778717,13.7672389258277,8.12026432054157,9.58348091637275
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.47929131349356,2.75410052366642,4.71460493246096,3.4988933721487,4.02479334126352
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,India,IND,1.56224348305101,5.32484105974427,10.8396026933477,17.8297156461391,16.6675157342338,-1.64868155114249,5.98185934107545,5.63722933776643,2.46028232008,15.7280432071614,11.508320807462,10.8275819794853,8.09586310062346,8.55285960224113,7.92323284822739,7.19378544452942,6.78940045356175,9.32789330598244,8.23251536870477,8.43680886909797,10.6683038500875,13.7518189408817,8.96515236173758,9.8617828547541,9.98004476893246,9.06270222432151,7.57501828948823,6.4762712593954,8.01016752456401,3.06839552293496,3.64497015989629
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Indonesia,IDN,14.2530718759154,2.72473710580708,16.1198390334705,36.8784795093462,47.8605765830296,11.7969444729108,14.2504114254523,13.5310151921066,11.9567251224686,31.4093613529119,29.0047047883016,10.2001022432673,7.94971663537379,18.3824672375424,10.5597225268741,6.19041993354497,2.35606885998352,15.921980396328,7.78479726940087,9.14952758156124,9.11205705320339,8.90574357851041,7.288856255916,19.1525782575141,7.77657280254944,9.88204513048363,8.67650975491905,12.5713762955503,75.2711687750257,14.1611959851412,20.4474568512747
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,"Iran, Islamic Rep.",IRN,1.55878076296547,10.0290110108374,9.09944569503163,33.6208998921699,58.3299552849666,13.3137238998419,15.008237180943,21.8878191407849,10.8597474859581,31.7304708879381,35.2313134939683,26.2738370953371,7.37294405365614,15.4329899143105,17.7486479901716,4.0544881480059,12.2355433967133,21.5334190145833,20.0802993273963,17.1600078824836,22.7971969560272,25.6171132056879,29.3415325636948,49.8968148656193,33.9314865991286,37.9374945080193,28.8336457238958,15.5280864957216,9.38151715778559,31.7078471448764,24.9292605173053
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Iraq,IRQ,4.35296904643067,10.650035004112,-3.38209858946816,8.75411481383676,88.3325533946462,3.88439183948218,12.5858638210542,9.65042664487972,2.32694858302762,31.6670092504191,13.2017518244525,-27.5225895172734,8.33422038402247,14.191694708611,17.0293500692756,1.68904839330932,-6.73151835962067,9.89415935752046,10.4312500007679,8.40158927355472,73.6453910407236,111.126418152853,104.500766708699,114.467671713863,396.438017393312,295.367667140926,-12.5441374516451,91.4987978410973,-15.8607655366146,71.1480449198362,24.6124367394755
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Ireland,IRL,..,10.5391951842857,13.3851180329302,15.2725834546081,6.08761407840488,20.1333455829244,21.0229246552171,13.2685987386929,10.5264467976497,13.6760609831677,14.7047959204564,17.4425495807087,15.1821525205722,10.7088806982695,6.37927169346504,5.18632918441205,6.54969630953592,2.19740851204196,3.24631235724667,5.52176590092688,-0.729184240461521,1.80139469390592,2.81222187406782,5.17575214744367,1.69453086004539,3.03399662040185,2.29225237922243,3.92925999502648,6.55278085681785,4.37619339032121,6.8749502859407
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.32211609473354,2.17153665936733,5.37077591846129,4.43718611550608,7.47887272702583,9.04935975497641,6.89045242941799,3.74245550165119,2.15636686258742,2.54138760337173,2.92003206566251,2.56971675250178,2.64422861089284,2.38711477002045,2.29396839491729,3.30467642451447
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.22887687613365,8.0860951794631,6.87811071735234,6.18609734466101,1.96049891310118
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Italy,ITA,10.9590710999776,7.17883799190318,5.63297445463147,12.7386317722905,20.2463802148206,16.9830893379841,17.4542759413683,18.4771578208988,13.9449736118056,15.4510276706142,20.815794339367,18.7872260862511,17.5409502379084,15.0967390421266,10.7618453102998,9.17464240026035,7.48841788190988,6.00928278208094,6.65040261914507,6.1973879442466,8.91406346285557,7.58132868312238,4.36811548625116,3.88595185807743,3.54247357636952,4.92524449399963,4.5076232078974,2.56737468974622,2.40262167809806,1.5361284470883,1.79239796601405
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Jamaica,JAM,5.22592582093631,6.92243514850112,-4.90581290550041,26.4485413535411,31.0861588853674,20.7427019658034,11.131130100211,12.4864965386383,26.5751041037205,15.7369435838908,18.2880107849128,8.3243428784801,8.31478842761319,16.9605968125082,35.9191957218216,28.5288463899539,26.861122180827,10.8225945755829,12.0555766552987,12.3692212815603,25.1171058836009,43.8422876390486,60.0357338849959,52.806399666526,31.1072465288465,25.1868524028902,18.8721078285238,9.6086992002076,10.5750724482558,6.91606081241565,10.5870802513251
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Japan,JPN,23.1205063185324,5.09135193700088,5.60442161992518,12.7053961601652,20.810050423844,7.17744085284626,8.00788648534625,6.7491066304332,4.60375829046535,2.75163102987214,5.43798389632954,2.85766219221588,1.75952305495717,0.920750584420688,1.42960589072376,1.26062059864257,1.61202686008863,-0.163785679662894,0.609789282975953,2.06904024648344,2.56440413901143,2.90457098674266,1.67726959120064,0.528410642290368,0.186808629280137,-0.523458983689423,-0.445775393242101,0.504460814273827,-0.0266802470249985,-1.24105134726258,-1.33626008998714
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Jordan,JOR,..,..,..,..,..,..,..,12.3938335781197,0.44866264040968,2.26433136755458,6.63763027656093,6.12338531903838,6.43212145070792,10.7301456605988,2.49156453248776,6.05996991157755,7.76430528268186,-0.25530325242201,1.26995011508571,15.6373185577246,14.1512702211664,5.43525695603412,6.7386811523716,2.96897921969565,6.8617322590588,1.88459153084248,2.04656660644706,1.24555949988834,6.00440267503002,-0.373208627520512,-0.413869577569187
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.3564961311478,1472.2163557256,1243.46165650541,1546.72681598429,160.888673519863,38.8996311465469,16.1357299796042,5.66284472304086,13.2801406207938,17.4264026783762
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Kenya,KEN,15.3156610773873,-9.21915791457236,1.20524585346172,10.2038414811637,16.049272207671,11.8351086252531,18.9061718629036,16.8998206192357,3.080995548347,5.63864406355114,9.55072003641222,10.8530772679157,11.5925537512913,11.8380374880106,10.1907199754761,8.30578269594497,8.71172359110277,5.40195208383581,6.45562427885882,9.76900937253662,10.6371987367347,12.5319618961838,18.8972340828787,25.698483612532,17.0164147872542,11.2210708426678,41.9887739085188,11.4352163318294,6.93140266888905,4.19393904906435,6.07984848923864
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Kiribati,KIR,..,7.11338264447488,5.22769803856096,16.2552846127577,12.9896617922299,9.46098924683021,9.17210971660229,8.89635029260545,11.8560196543666,9.1744341732779,16.2281813673299,2.70270270270272,4.33162552398694,7.86363636363639,12.2448979591836,0.311526479750796,1.22785829307568,7.5151278547726,2.37271379139892,1.66285278413424,-0.924185463659157,10.9090909090909,5.63079116179614,5.23872679045094,6.85335298452468,1.33333333333331,9.97807017543863,5.30376084860171,7.25274725274726,4.4921875,2.03408466190216
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,"Korea, Rep.",KOR,14.8436476979975,11.2075818733564,15.7804011989787,12.7211641620903,30.5953697699091,23.6822668576014,21.2369312962486,14.4538968450507,21.8357285205065,18.5347204867413,24.6509963131763,16.585783368217,6.45829566849075,4.82028558506012,4.42130022868379,3.98543544625214,4.96718010956681,4.83110780905717,7.12330844241802,6.06512584651017,10.0874657380898,9.14103327577023,7.77796412307066,6.25452282376592,8.15895865164057,7.02456165565981,4.11067476454059,4.00328576264543,4.47592317611709,-1.22983539023988,1.02176500548737
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-7.38642077946965,-5.87047602737918,4.85050595520289,15.5102373952987,-4.71535484673295,-17.1561124601976,18.0893573873241,20.521710179026
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.87730647062322,6.98603069117509,7.97569881663355,134.771573587849,830.112923251565,754.427956107548,180.874929906525,42.0310892150204,35.3429078907835,19.3095484138958,9.07750630609279,37.5744404823398,27.1617380470271
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.8146877854015,51.1154587374666,14.4277167046219,25.8491486658893,55.2665211235225,37.907380761807,12.9717603920705,5.99384147677743,11.1825793452992,7.70059550868136,19.6853644196947,13.7252122556336,19.3528167277303,84.5044589007367,127.97396639694,24.7977766095657
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.4342660093706,5.88733415793435,4.82382490013987,1.49184828686271,3.61822725593801
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.9964555217472,15.5018483856034,47.6556598595665,97.4338199086854,24.7430178138061,7.87371706042556,10.6790055674445,1.73810973618646,11.5467672117432,4.01791826450849,0.812850465455782,-2.08798314732812
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Lesotho,LSO,1.98182053931293,5.98549622178999,13.9421219282536,6.9650175532493,9.82034432208638,24.7621721053372,4.54294727590587,7.47889362400342,16.5464442641433,2.42838552697589,41.4595009116632,12.5771157224578,-4.8526439386544,11.5568417279521,8.10294997686778,18.7077794752277,16.2532723477284,11.7357835170852,20.0811009249169,14.8392839097246,11.9939039078829,17.827222239357,13.938990206958,11.2979735142404,7.76663660903037,12.8165184306106,6.00204436271498,9.0189407458556,9.92223397427279,8.13125252957904,6.30021821255875
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.3068623002662
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Liechtenstein,LIE,..,8.24370524786377,8.24372585555028,8.24371117589769,8.24370704690749,8.24369968931063,2.23042518735879,2.23043779738829,2.23041631526542,2.23044153770022,2.23042759520939,7.01270902393453,7.17686349581676,3.2176546802712,2.95143693616208,2.85520116074038,3.69822485294608,2.51954065993667,2.50531223251818,3.14382399307311,5.40244442726828,5.87012984362545,4.02355414884856,3.30188453106945,0.852360816018248,1.79595371006631,0.815420354165212,0.514706284993991,0.0146296875332581,0.819192785901677,1.55252192703072
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.9905281611011,11.4486891249753,3.35143703021137,-1.25689219624905,1.29853834645186
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Luxembourg,LUX,6.26325644252404,-0.8142075241513,5.78879970953214,12.2022733700069,16.9807046604843,-0.85529895483954,12.2156941239688,1.17219803964235,5.12999167217987,6.35441267305565,7.92135284789185,7.18202430149813,10.8113729301027,6.81868790892469,4.40749200116784,3.09248753290503,-0.0837771552214548,0.0630386263660938,2.77642630547237,4.02098262746891,2.51339456630137,1.82284159066207,3.72907157121564,5.97276445786341,3.54237732722473,2.3320697783624,3.78355783251419,2.61954368325136,-2.03254645964208,4.76461985998604,4.60847302260945
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,8.06341956438852,14.2665026817462,3.19404205197817,5.61563976257686,11.7528423735997,8.85602300913,12.4654693104963,10.9422034032947,11.6515526184154,14.7394885628392,9.53690491641615,6.75322661950541,8.18459423846176,2.26660442468021,1.66019479913059,-1.94096011966001,-1.19137718573774,-1.74588451489581
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Madagascar,MDG,6.90456285039905,3.58816843269342,3.02433495107741,11.9008758075883,22.8044350698986,4.69104614922122,9.92709445297837,8.59390754936784,6.79486762407042,11.3265227896614,47.7609079556026,30.4568527944805,31.9066147853204,19.469026551055,9.72047085372046,10.5660503271742,14.4923243761961,15.460832553855,26.3375571405737,9.01678837253515,11.8587057699314,8.54018289662375,14.5672851392356,9.98991652376216,38.9921305701247,49.0361191268476,19.7608163868213,4.49197342415518,6.2099695419688,7.18914294704696,11.5703529669413
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,16.4057389807024,9.66325842471176,11.2297767458725,12.7720548238732,8.93083000915655,13.5092841878993,16.723866656823,31.0918058025975,22.5094860996699,10.6608855205445,10.6923141627805,13.2764249696053,28.1746601128254,26.171881312568,77.2196049745742,52.345588112103,20.8348496673145,19.5484798578105,39.6907697261083,30.5339536772052
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Malaysia,MYS,-0.509437297064892,-0.468653964725263,0.343843148390761,17.874119718934,12.7092356059606,-3.07757830077361,12.7261613347485,6.86512095967042,9.84038088229713,12.059476683066,6.87507873396989,1.06001912903547,2.55905573166896,5.91038721446897,4.79278401962098,-1.60592219898089,-8.71731986266188,7.6667147507538,3.62002625029952,4.46170354335169,3.80781497630849,3.58469869494189,2.4142424724986,3.98697131021895,3.93733451207584,3.63341955310123,3.67990338475359,3.48234958265934,8.49871999834858,0.045452820569551,8.85521685144839
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.65632973256058,4.10041398025969,-1.13798295569896,2.75330661197918,2.03241245157288
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Mali,MLI,6.02974468168323,6.69544008888816,6.47231420698608,3.95723277048177,4.81804731363169,22.9891382530018,10.9463376517333,8.06394642924,8.56215117461163,11.4212450877515,14.5016530267492,10.8085073501478,13.1536996886952,10.8174002740579,9.25199784980748,-3.48249032863031,-0.138300097115064,-1.90653242237872,-4.25293155479166,3.41537847560971,7.60211265142119,-5.81605729864165,0.738816824028547,3.23509415515973,39.5623519084172,15.8089838973553,-1.65211919636276,5.58019782996804,1.73957502877444,16.2860455817107,-0.619727920385017
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Malta,MLT,..,0.633192913579975,-1.22328469989276,8.68677808824157,3.363716157665,5.36324356652263,5.0267058745157,4.92052594971508,4.15498203849918,6.20648210260306,12.3925681005089,7.78033949277928,3.44169146691694,-0.305484132358771,-0.176647557112787,0.636513583747501,3.51770589922245,3.05146989815404,1.85956131883181,2.14703837876493,3.15104983795096,3.35087387479322,3.55441842416849,2.85450591841187,3.56174406945019,1.40857784575321,1.91171152134206,5.61504713612797,1.80358671108553,2.93639159791698,-10.1180908399818
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,7.37839110011433,3.51055542847919,4.10712298989986,3.68577832531365,2.4538805489823,2.8601666931642,4.12325109889061,4.75702703997449,4.98987695588573,5.04434681951436,3.01394875899499,3.03373287268573,2.62466197264889,2.80712662971206,2.79595283349954,6.74280831993595,2.2595163563773,3.11731097309666,-0.45468946307534
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Mauritania,MRT,0.128158630469486,6.27194607245949,7.12221844817067,16.5127165655119,12.6843690960871,15.0043654029738,6.03064097585377,6.38654429168308,2.48919917175854,12.2349181497405,6.54744901691531,7.26510303890642,10.0859578485271,7.2557987701384,10.9126066740635,10.2449257948952,7.26025166616866,10.4621278717946,5.38319482790951,7.97612484555583,2.64247754881106,41.4131045603233,5.7419426529918,11.9128847596645,11.0926013773148,2.84192009964903,1.85706349141468,12.0770633850975,18.4516129936588,4.7745193014141,6.35158675801333
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Mauritius,MUS,..,..,..,..,..,..,..,8.57940941126576,10.751800603052,17.9364666083247,26.5695701662862,10.8638994714454,8.86523769728231,8.43670348218106,7.46367418648009,8.19952459565437,8.02256089514286,12.9149973373767,10.8864576087399,11.0475580900644,10.5836307030065,8.56427899524328,5.3553992133974,9.22021809269931,6.55543038532302,5.40320161053241,7.00204264732149,5.120769359596,6.96357944609147,6.57191237806546,3.40992932706745
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Mexico,MEX,2.68268097456294,6.35865050495181,6.53921567860355,13.3873680467603,23.1328483478072,15.5825972068623,19.3635456866018,30.4422357587574,16.0023785290031,19.6732980079214,41.4051371566337,25.075547620241,61.0811184729891,88.859881167231,59.2646312286776,59.1495162299007,70.8510172712463,142.025338723878,100.575986321826,27.3944004414714,28.105912393932,23.7132575125834,14.8138855781018,42.8676233155078,8.36062722142472,38.8092293997712,26.6967739975906,17.733691153468,15.7160554430069,15.3190813355821,10.6979645310047
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.76845107987515,4.19924612786107,4.72750458162685,4.94965000222929,5.10137122070229,3.0305665110865,3.01222130656562,2.61503131184722,2.247767526139,1.86960440830831,0.651203193092726,2.9912468251144,-0.784597582283723,1.07890621048246
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.8519773445647,12.5029398170542,9.46173017171613,39.7816660136116,27.328751985976
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Monaco,MCO,..,5.98215468961484,6.84700423686897,7.76754781352078,11.3646425499137,13.656859802105,10.7974592802803,8.80119852038325,9.16894798536008,10.0978753685722,11.2634805473197,11.4411158120728,11.9880817872692,9.51721086261782,7.27777707141708,5.52682014282651,5.27902517328627,2.77798788412535,3.07508380638224,3.3050904681663,2.64193235512182,2.54193993205187,2.13345009569557,1.55285599308712,1.34480752384911,1.30792665092055,1.60444365108339,1.01334248526635,0.900912513880272,0.0472712707234564,1.39857633638334
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,1.9814211995504,0.904250240767681,-3.08759376967963,-1.44806090937669,-9.17235995070065,0.809788822239028,0.93098771431508,7.14773882778444,23.2429253085626,93.3199510815902,173.690682516447,318.897225339498,64.3193883238151,60.2724254276052,10.8075727045923,21.6721342337923,-1.93179698964558,10.8817569804571,11.999691388142
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Morocco,MAR,3.46769842542915,4.06519746500086,3.58421994159102,6.03939299529168,23.8982358438244,0.931315958746964,4.97659389266521,10.7709665316452,8.41721327900058,7.34460906345609,33.0231314376558,9.47047691415123,6.29835250295328,6.97019803491227,6.20115343818412,8.95364431960854,7.4907494864752,3.01480842265075,3.67059655170753,2.91997905560737,7.69435962224851,5.39631618665197,4.58787832075566,3.03498246332101,0.65534023011287,7.53840293949897,0.435488567247717,0.713391642504391,11.6571702137998,-0.120156156475602,-1.76759868448363
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.8101700138867,42.9562967997304,50.2410537235225,51.459859010443,48.8179614287008,10.5450486551459,6.15846278596368,8.93778901279192,11.6155528700327
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Myanmar,MMR,-1.42860950908698,-2.30943262198167,0.755485934092093,10.0048319720947,56.5208951892614,16.4966678379999,10.1287156467584,1.92179934511203,0.797356399465983,5.61664989286241,1.23518373165037,4.42518376319623,3.37446842916584,1.95733881574446,2.51788884616433,1.56725083440288,6.55450968976548,21.2384215170901,25.1956211729944,57.6844780877085,18.5395953745488,23.748844733997,21.745465395467,36.2494284374183,22.0801504949532,19.6008436276305,23.0374930876533,33.7942244585711,35.8252397608129,22.6404900456893,2.46177398804383
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,3.66572616280531,16.9793077560294,13.3249019109689,12.7347557638561,23.9358522654343,10.0829328780771,9.39994796567774,20.1526012639735,15.0726529404724,6.38836082654544,5.9868991341246,10.2680891919767,10.3619466572142,20.4590931293184,6.68150784291885,15.1761803358905,7.11317082800731,8.26955483499275,6.78525613443288,11.2811266523565
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Nepal,NPL,7.04833083715472,3.17217614145233,12.5026833431161,-3.39730559499334,20.8256695329823,27.5227469846738,0.544042340255984,-3.5648215644684,9.37120691350009,9.9783634263085,7.60954655239374,7.93735640754743,9.34740967360203,12.2886910971964,6.3779499733313,11.4218327561777,14.3925700792726,12.6968018676571,11.8153101960706,11.2583729111778,10.7158851533008,12.5446382094389,18.4890946304574,10.7749092715904,4.81598620107833,6.30086155027618,7.82303556124735,7.2790929776352,4.10785067628581,8.88704742573556,4.47243371871953
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Netherlands,NLD,5.64489648885609,8.79003066152578,8.16162003333085,8.48100093112261,12.8956534527392,8.09538794899784,8.99323521367134,5.34465283241265,5.33488884937717,4.77106027161784,6.22537147791982,6.39009241187789,4.62365487596973,1.38907278691019,2.30710842735873,0.86588331045067,0.211700367971517,-1.04763450002928,0.819638044875703,1.34806850373008,1.55975130923443,3.11704954082228,2.4957407667155,1.59750862742143,2.06273353612039,2.06462349671411,1.04023440661661,2.64279189663814,2.0807336761725,1.28336999636159,3.42036982108445
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,New Caledonia,NCL,11.3186488741954,7.51288431119355,7.76408639643265,6.56497740877913,12.6282710252818,7.11222400199252,6.54188132726345,5.86721749013752,-15.5109035148939,35.0575533015735,12.5988724107745,13.7443497017528,9.84347140748601,7.7690659440059,8.8396721995661,5.65058435591426,9.42290066822056,1.70288484767185,2.55924022822714,1.71843193952834,-4.63560393144327,3.63040905647243,2.84171596705869,2.71528286934424,2.89169371447235,1.33153100869158,1.42227810664085,2.05845624685195,12.8312132358374,6.11501690527531,5.96172044816086
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,New Zealand,NZL,..,..,..,..,..,..,..,..,12.9815121460684,14.2251506684664,14.904315636653,16.3469686533271,12.0853467974706,7.72527241510889,7.79951060931792,13.6340953453518,16.9481363443057,11.4710716313939,7.90755358152271,5.63954027172325,2.42359318152494,0.89032858463402,2.00141723553166,1.47968406610912,1.90698324997958,1.43109217536477,1.38937124754585,1.56188253344625,1.05050073230215,0.586944215177198,2.88358617019273
